,,,,,,,,,
Licencias Emitidas 2022-2025,,,,,,,,,
Fecha de Emisión,Mes,Año,Provincia,Municipio,Barrio/Sector,Número de Licencia,Tipologia,Metros Cuadrados,Inversión Total
07/04/2024,JULIO,2024,SANTIAGO,SANTIAGO,JACAGUA,VUC1103-2024,VIVIENDAS,395.63,24370808
07/05/2024,JULIO,2024,SANTIAGO,PUÑAL,CANABACOA ABAJO,VUC0427-2024,APARTAMENTOS,4889.72,301206752
07/08/2024,JULIO,2024,ESPAILLAT,MOCA,EL CAIMITO,VUC1170-2024,APARTAMENTOS,530.72,32692352
07/08/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC0578-2024,HOSPEDAJE,7882.08,485536128
07/09/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS JARDINES,VUC0644-2023,COMERCIAL Y OFICINAS,374,23038400
07/09/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1725-2023,APARTAMENTOS,8632.6,531768160
07/09/2024,JULIO,2024,LA VEGA,LA VEGA,JARDINES UNIVERSITARIOS,00173-A RCS,APARTAMENTOS,5877.05,362026280
07/09/2024,JULIO,2024,SANTIAGO,SANTIAGO,LOS LLANOS DE GURABO,VUC0761-2024,APARTAMENTOS,788.68,48582688
07/10/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC1511-2023,APARTAMENTOS,1449.99,89319384
07/10/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC0398-2023,VIVIENDAS,2400,147840000
07/10/2024,JULIO,2024,SANTO DOMINGO,BOCA CHICA,REPARTO IBARRA,VUC1845-2023,APARTAMENTOS,1328,81804800
07/10/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,URBANIZACIÓN VILLA AURA,VUC1287-2023,COMERCIAL Y OFICINAS,935,57596000
07/11/2024,JULIO,2024,PERAVIA,BANÍ,URBANIZACIÓN COSTA SUR,VUC0434-2024,APARTAMENTOS,1196.39,73697624
07/11/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,CIUDAD MODELO O SATÉLITE,VUC0655-2024,COMERCIAL Y OFICINAS,41.05,2528680
07/12/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ALTOS DE ARROYO HONDO,VUC0496-2024,VIVIENDAS,924.08,56923328
07/12/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,PIANTINI,94994,APARTAMENTOS,6089.41,375107656
07/12/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC1826-2023,VIVIENDAS,950.21,58532936
07/12/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1840-2023,APARTAMENTOS,8745.4,538716640
07/12/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,MARAÑÓN II,VUC1388-2023,APARTAMENTOS,1186.51,73089016
07/15/2024,JULIO,2024,SAN CRISTÓBAL,SAN GREGORIO DE NIGUA,CARLOS PINTO,VUC0472-2024,CENTROS DE RECREACIÓN Y DEPORTES,750,46200000
07/15/2024,JULIO,2024,SANTIAGO,SANTIAGO,LAS CARMELITAS,VUC0815-2024,VIVIENDAS,0,0
07/15/2024,JULIO,2024,SANTO DOMINGO,LOS ALCARRIZOS,RESIDENCIAL ROSA AMÉRICA,VUC0001-2024,APARTAMENTOS,1830,112728000
07/15/2024,JULIO,2024,SANTO DOMINGO,PEDRO BRAND,LA CUABA,VUC0625-2023,OBRAS DE ORDEN SOCIAL,2245.4,138316640
07/16/2024,JULIO,2024,SANTIAGO,PUÑAL,URBANIZACIÓN THOMÉN,23310 RN,APARTAMENTOS,4143.93,255266088
07/17/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,00128 RY,APARTAMENTOS,12146.65,748233640
07/17/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC1828-2023,VIVIENDAS,820.6,50548960
07/17/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC0951-2024,COMERCIAL Y OFICINAS,0,0
07/17/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,RESIDENCIAL BÁVARO PUNTA CANA,VUC0432-2024,VIVIENDAS,379.94,23404304
07/17/2024,JULIO,2024,SAN PEDRO DE MACORÍS,SAN PEDRO DE MACORÍS,LOS MAESTROS,VUC1910-2023,APARTAMENTOS,751.52,46293632
07/17/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,MI HOGAR,VUC0038-2024,APARTAMENTOS,1031.39,63533624
07/17/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,PARAÍSO ORIENTAL,VUC0111-2024,APARTAMENTOS,691.07,42569912
07/18/2024,JULIO,2024,SANTIAGO,SANTIAGO,LA RINCONADA,VUC1130-2023,APARTAMENTOS,0,0
07/18/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,CERROS DE BUENA VISTA II,VUC0254-2024,APARTAMENTOS,468,28828800
07/19/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VILLA CONSUELO,VUC1674-2023,APARTAMENTOS,562.43,34645688
07/19/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,EL TAMARINDO,OF-004-2024,APARTAMENTOS,0,0
07/19/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,COLINAS DEL ARROYO II,VUC1124-2024,APARTAMENTOS,0,0
07/19/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,LECHERIA,VUC0311-2024,ALMACENES,865,53284000
07/22/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,RENACIMIENTO,VUC0617-2023,APARTAMENTOS,698,42996800
07/22/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,RENACIMIENTO,VUC0643-2023,APARTAMENTOS,3067.07,188931512
07/22/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VILLA JUANA,VUC1356-2023,ESTACIÓN DE COMBUSTIBLE,602.09,37088744
07/22/2024,JULIO,2024,SANTIAGO,LICEY AL MEDIO,EL CENTRO,VUC1769-2023,ESTACIÓN DE COMBUSTIBLE,506,31169600
07/23/2024,JULIO,2024,BARAHONA,PARAÍSO,LA CAOBA,94996,ESTACIÓN DE COMBUSTIBLE,452.25,27858600
07/23/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ENSANCHE NACO,VUC0506-2023,APARTAMENTOS,21602,1330683200
07/23/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,QUISQUEYA,93697-R-R,COMBINADOS,0,0
07/23/2024,JULIO,2024,SANTIAGO,SANTIAGO,URBANIZACIÓN DON JOSÉ MARÍA,VUC1666-2023,APARTAMENTOS,8530.62,487951464
07/23/2024,JULIO,2024,SANTO DOMINGO,LOS ALCARRIZOS,PALMAREJO,VUC1875-2023,COMERCIAL Y OFICINAS,1729,106506400
07/23/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,VILLA VERDE,VUC1121-2023,APARTAMENTOS,5472.02,312999544
07/24/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,VUC0802-2024,DEPÓSITOS,0,0
07/24/2024,JULIO,2024,LA VEGA,LA VEGA,CAROLINA,00249 RCS,APARTAMENTOS,2210.17,136146472
07/24/2024,JULIO,2024,MONSEÑOR NOUEL,BONAO,LA SALVIA,00248 RCS,APARTAMENTOS,457.81,28201096
07/24/2024,JULIO,2024,SANTIAGO,SANTIAGO,LA OTRA BANDA,VUC0453-2024,COMERCIAL Y OFICINAS,1165,71764000
07/24/2024,JULIO,2024,SANTIAGO,SANTIAGO,LAS CHARCAS,VUC642-2024,VIVIENDAS,435.22,26809552
07/24/2024,JULIO,2024,SANTIAGO,SANTIAGO,VILLA OLGA,23311 RN,APARTAMENTOS,3411.9,210173040
07/24/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,ALMA ROSA I,VUC1907-2023,APARTAMENTOS,14889.55,917196280
07/24/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,MIRADOR DEL OESTE,VUC0992-2023,APARTAMENTOS,468,28828800
07/25/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,LA CABRERA,VUC0647-2023,APARTAMENTOS,24180,1383096000
07/25/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,TROPICAL DEL ESTE,VUC0752-2024,APARTAMENTOS,1862.47,114728152
07/25/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,SANTA CRUZ,VUC1148-2023,APARTAMENTOS,11327.96,647959312
07/25/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,CABALLONA,94997,ESTACIÓN DE COMBUSTIBLE,435,26796000
07/25/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,LAS CAOBAS,VUC0013-2024,APARTAMENTOS,5074.8,290278560
07/26/2024,JULIO,2024,ESPAILLAT,MOCA,RESIDENCIAL ESTANZA,VUC1307-2024,APARTAMENTOS,0,0
07/26/2024,JULIO,2024,ESPAILLAT,MOCA,VILLA ESTELA,VUC0955-2024,APARTAMENTOS,423.45,26084520
07/26/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,LA CURVA O LA CULATA,VUC1469-2023,VIVIENDAS,678.66,41805456
07/26/2024,JULIO,2024,SAN PEDRO DE MACORÍS,GUAYACANES,VILLA DEL MAR,89217-A,HOSPEDAJE,0,0
07/26/2024,JULIO,2024,SANTIAGO,SANTIAGO,LOS PRADOS,23312 RN,APARTAMENTOS,750.1,46206160
07/26/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,ALMA ROSA I,VUC1836-2023,APARTAMENTOS,15640,963424000
07/29/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,SAN JUAN BOSCO,VUC0446-2024,ESTRUCTURAS ESPECIALES,996,61353600
07/30/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VIEJO ARROYO HONDO,VUC0251-2023,APARTAMENTOS,20008.01,1232493416
07/30/2024,JULIO,2024,HATO MAYOR,HATO MAYOR,NO IDENTIFICADO,OF-005-2024,APARTAMENTOS,0,0
07/30/2024,JULIO,2024,SANTIAGO,SANTIAGO,PANORAMA,VUC1675-2023,APARTAMENTOS,10884.2,670466720
07/30/2024,JULIO,2024,SANTIAGO,SANTIAGO,RESIDENCIAL PASEO YORYI MOREL,VUC0120-2023,APARTAMENTOS,3979.56,245140896
07/30/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,VILLA DUARTE,OF-007-2024,APARTAMENTOS,0,0
07/31/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ALTOS DE ARROYO HONDO,VUC0539-2023,VIVIENDAS,499.07,30742712
07/31/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,VUC0152-2024,APARTAMENTOS,24829.35,1529487960
07/31/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VIEJO ARROYO HONDO,VUC0995-2024,APARTAMENTOS,0,0
07/31/2024,JULIO,2024,LA ROMANA,GUAYMATE,CHAVÓN ABAJO,94998,ESTRUCTURAS ESPECIALES,537.09,33084744
07/31/2024,JULIO,2024,MONSEÑOR NOUEL,BONAO,RESIDENCIAL DON MARIO,VUC0810-2024,APARTAMENTOS,842,51867200
07/31/2024,JULIO,2024,PUERTO PLATA,PUERTO PLATA,MUÑOZ,VUC1268-2023,APARTAMENTOS,435.12,26803392
07/31/2024,JULIO,2024,SAMANÁ,LAS TERRENAS,EL PORTILLO,VUC0790-2024,VIVIENDAS,627.5,38654000
07/31/2024,JULIO,2024,SAN JUAN,LAS MATAS DE FARFÁN,RESIDENCIAL EL CRISTO,VUC1702-2023,APARTAMENTOS,2287.42,140905072
07/31/2024,JULIO,2024,SANTIAGO,SANTIAGO,CENTRO DE LA CIUDAD,VUC0014-2024,APARTAMENTOS,205.5,12658800
07/31/2024,JULIO,2024,SANTIAGO,SANTIAGO,RESIDENCIAL VILLA DEL NORTE,VUC1238-2024,APARTAMENTOS,720.21,44364936
07/31/2024,JULIO,2024,SANTO DOMINGO,LOS ALCARRIZOS,LOS LIBERTADORES,OF-006-2024,APARTAMENTOS,0,0
07/31/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,VUC1005-2024,APARTAMENTOS,750,46200000
07/31/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,CIUDAD MODELO O SATÉLITE,VUC0606-2024,APARTAMENTOS,1383.93,85250088
07/31/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,GUARICANO,94999,APARTAMENTOS,3062.08,175150976
07/31/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,SANTO DOMINGO COUNTRY CLUB,VUC1732-2023,APARTAMENTOS,1467.61,90404776
07/31/2024,JULIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,URBANIZACIÓN COLINAS DEL OESTE,VUC0479-2024,VIVIENDAS,0,0
08/01/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC0454-2024,APARTAMENTOS,899.85,55430760
08/01/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,CABO ENGAÑO,VUC0685-2023,ESTRUCTURAS ESPECIALES,15521.11,956100376
08/02/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1155-2023,APARTAMENTOS,12070.91,743568056
08/02/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1693-2023,VIVIENDAS,644.29,39688264
08/05/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC0571-2024,APARTAMENTOS,9113.55,561394680
08/05/2024,AGOSTO,2024,LA VEGA,LA VEGA,X,00250 RCS,COMERCIAL Y OFICINAS,9688.69,596823304
08/06/2024,AGOSTO,2024,LA VEGA,LA VEGA,CENTRO DE LA CIUDAD,00221-A RCS,COMERCIAL Y OFICINAS,0,0
08/06/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,LA RINCONADA,VUC1085-2024,APARTAMENTOS,5348.85,329489160
08/07/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1484-2023,APARTAMENTOS,2821.48,173803168
08/07/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,REPARTO LOS TRES OJOS,95000,APARTAMENTOS,223.35,13758360
08/07/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,URBANIZACIÓN ARISMAR,VUC0714-2024,APARTAMENTOS,959,59074400
08/08/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC0724-2023,APARTAMENTOS,6174.5,380349200
08/08/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1868-2023,VIVIENDAS,528.76,32571616
08/08/2024,AGOSTO,2024,SANTIAGO,BISONÓ,LOS CANDELONES,VUC1382-2023,APARTAMENTOS,5631.48,346899168
08/08/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,RESIDENCIAL VILLA MARíA,VUC0915-2024,APARTAMENTOS,670.55,41305880
08/08/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,URBANIZACIÓN LOS REYES,VUC0324-2024,APARTAMENTOS,1300.76,80126816
08/09/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,RESIDENCIAL EL EMBRUJO II,VUC1180-2024,APARTAMENTOS,0,0
08/09/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,LAS AMÉRICAS,VUC0252-2023,ESTRUCTURAS ESPECIALES,11398.3,702135280
08/12/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ENSANCHE LUPERÓN,VUC0892-2024,APARTAMENTOS,459,28274400
08/12/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC0580-2023,VIVIENDAS,2282.24,140585984
08/12/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL AMANDA II,VUC0155-2024,APARTAMENTOS,68.44,4215904
08/13/2024,AGOSTO,2024,LA VEGA,LA VEGA,PONTÓN,00252 RCS,APARTAMENTOS,1208.87,74466392
08/13/2024,AGOSTO,2024,MONSEÑOR NOUEL,BONAO,LA SALVIA,00251 RCS,APARTAMENTOS,753.1,46390960
08/13/2024,AGOSTO,2024,SANTIAGO,PUÑAL,VILLA CENTRO,23309 RN,APARTAMENTOS,15038.85,926393160
08/13/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,LOS SAMANES,VUC0598-2024,VIVIENDAS,642,39547200
08/13/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,LOS SAMANES,VUC1169-2024,VIVIENDAS,463.15,28530040
08/13/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,VALLE VERDE I,VUC1343-2023,APARTAMENTOS,36747.47,2263644152
08/13/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,ENSANCHE OZAMA,VUC1209-2024,COMBINADOS,0,0
08/14/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,GURABO,VUC1392-2024,APARTAMENTOS,3067,188927200
08/14/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,ALAMEDA,VUC1657-2023,APARTAMENTOS,521.71,32137336
08/15/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ENSANCHE NACO,VUC1515-2023,APARTAMENTOS,16965.39,1045068024
08/15/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA ESPERILLA,VUC0896-2024,PARQUEOS,1014.4,62487040
08/15/2024,AGOSTO,2024,MONSEÑOR NOUEL,BONAO,ENSANCHE LIBERTAD,VUC0402-2023,APARTAMENTOS,1605.23,98882168
08/15/2024,AGOSTO,2024,SAN JUAN,SAN JUAN,URBANIZACIÓN ESTRELLA,VUC0816-2024,APARTAMENTOS,667.98,41147568
08/15/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,MONTE ADENTRO,VUC0870-2024,APARTAMENTOS,541.07,33329912
08/15/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,HATO NUEVO,94651,APARTAMENTOS,68439.24,3914724528
08/19/2024,AGOSTO,2024,SAMANÁ,LAS TERRENAS,EL PORTILLO,VUC1711-2023,COMBINADOS,9646.54,594226864
08/19/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,LOS RIELES,VUC1237-2024,APARTAMENTOS,949.2,58470720
08/19/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,RESIDENCIAL VILLA MARíA,VUC0377-2024,APARTAMENTOS,7558.49,465602984
08/19/2024,AGOSTO,2024,SANTO DOMINGO,LOS ALCARRIZOS,PUEBLO NUEVO,VUC0267-2024,ESTRUCTURAS ESPECIALES,10901.47,671530552
08/19/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,REPARTO LOS TRES OJOS,VUC1350-2023,APARTAMENTOS,1723.13,106144808
08/20/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA JULIA,VUC0610-2023,COMBINADOS,6288,387340800
08/20/2024,AGOSTO,2024,LA ROMANA,LA ROMANA,RESIDENCIA ROMANA DEL OESTE,VUC0733-2024,APARTAMENTOS,1210.13,74544008
08/20/2024,AGOSTO,2024,VALVERDE,MAO,SIBILA,23313 RN,COMBINADOS,376.12,23168992
08/21/2024,AGOSTO,2024,AZUA,AZUA,LA NEVERA,VUC1403-2023,COMERCIAL Y OFICINAS,8383.39,516416824
08/21/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1207-2023,APARTAMENTOS,12500,770000000
08/22/2024,AGOSTO,2024,SAMANÁ,LAS TERRENAS,LOS PESCADORES,VUC0019-2024,HOSPEDAJE,460,28336000
08/22/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,LOS ÁLAMOS,VUC0997-2024,APARTAMENTOS,551.89,33996424
08/22/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,VUC0779-2024,APARTAMENTOS,689.35,42463960
08/23/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,NUEVO ARROYO HONDO,VUC0174-2024,VIVIENDAS,538.34,33161744
08/23/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,PIANTINI,94605,COMERCIAL Y OFICINAS,7235.21,445688936
08/23/2024,AGOSTO,2024,SAN CRISTÓBAL,SAN GREGORIO DE NIGUA,LA CANELA,VUC0694-2024,COMERCIAL Y OFICINAS,334.88,20628608
08/23/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,EL ALMIRANTE,OF-008-2024,COMBINADOS,0,0
08/23/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,VUC1022-2024,APARTAMENTOS,0,0
08/23/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,VILLA ESPAÑA,VUC0320-2024,VIVIENDAS,240,14784000
08/26/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CIUDAD UNIVERSITARIA,92935-R,COMERCIAL Y OFICINAS,0,0
08/26/2024,AGOSTO,2024,MARÍA TRINIDAD SÁNCHEZ,NAGUA,CENTRO DEL PUEBLO,VUC0075-2024,COMBINADOS,886.55,54611480
08/26/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,LUZ MARÍA,VUC1142-2023,APARTAMENTOS,680.83,41939128
08/27/2024,AGOSTO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN EL SILENCIO,VUC1317-2024,APARTAMENTOS,665.7,41007120
08/27/2024,AGOSTO,2024,HERMANAS MIRABAL,VILLA TAPIA,CENTRO DEL PUEBLO,VUC0600-2024,COMERCIAL Y OFICINAS,373.5,23007600
08/27/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,000176 RY,APARTAMENTOS,10405.78,640996048
08/27/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,VILLA CRISTAL,VUC0589-2024,APARTAMENTOS,454.8,28015680
08/27/2024,AGOSTO,2024,LA VEGA,JARABACOA,URBANIZACIÓN RINCÓN,VUC1612-2023,APARTAMENTOS,14810.88,912350208
08/27/2024,AGOSTO,2024,SAN JUAN,SAN JUAN,LUCERO O VILLA CHÁVEZ,VUC1175-2024,COMBINADOS,717,44167200
08/27/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,PONTEZUELA AL MEDIO,VUC0140-2024,APARTAMENTOS,3134.39,193078424
08/28/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ALTOS DE ARROYO HONDO,VUC1774-2023,COMERCIAL Y OFICINAS,2909.55,179228280
08/28/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA MESETA,93249-R-R,APARTAMENTOS,0,0
08/28/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RÍOS,VUC0063-2023,APARTAMENTOS,2579.73,147560556
08/28/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL LAS AMÉRICAS,VUC0571-2023,APARTAMENTOS,454.13,27974408
08/28/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,SAN JOSÉ DE MENDOZA,VUC0784-2024,COMERCIAL Y OFICINAS,840,51744000
08/29/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ALTOS DE ARROYO HONDO,95003,COMERCIAL Y OFICINAS,8890.02,547625232
08/29/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,GASCUE,94910,APARTAMENTOS,42377.99,2610484184
08/29/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,PARAÍSO,VUC0149-2024,APARTAMENTOS,616.33,37965928
08/29/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VILLA JUANA,VUC0560-2024,APARTAMENTOS,1366.63,84184408
08/29/2024,AGOSTO,2024,LA ALTAGRACIA,HIGÜEY,EL MACAO,VUC0649-2023,VIVIENDAS,12714.64,783221824
08/29/2024,AGOSTO,2024,LA VEGA,LA VEGA,LA LAGUNA,VUC0047-2024,ESTACIÓN DE COMBUSTIBLE,170.27,10488632
08/29/2024,AGOSTO,2024,SAMANÁ,LAS TERRENAS,LA PLAYA,95001,VIVIENDAS,634.24,39069184
08/29/2024,AGOSTO,2024,SANTIAGO,PUÑAL,URBANIZACIÓN THOMÉN,VUC0251-2024,APARTAMENTOS,7543.92,464705472
08/29/2024,AGOSTO,2024,SANTIAGO,PUÑAL,URBANIZACIÓN THOMÉN,VUC1298-2024,APARTAMENTOS,6738.38,415084208
08/29/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,GREGORIO LUPERÓN,VUC0764-2024,APARTAMENTOS,2576.7,158724720
08/29/2024,AGOSTO,2024,SANTIAGO,SANTIAGO,LOS JARDINES METROPOLITANOS,VUC0619-2024,COMERCIAL Y OFICINAS,1882.84,115982944
08/29/2024,AGOSTO,2024,SANTO DOMINGO,LOS ALCARRIZOS,RESIDENCIAL LOS HIDALGOS,95002,APARTAMENTOS,309.36,19056576
08/29/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,URBANIZACIÓN LUCERNA,VUC1622-2023,COMERCIAL Y OFICINAS,120,7392000
08/29/2024,AGOSTO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,CIUDAD MODELO O SATÉLITE,VUC0909-2023,VIVIENDAS,508.27,31309432
08/30/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS PRADOS,VUC0577-2024,COMERCIAL Y OFICINAS,991.8,61094880
08/30/2024,AGOSTO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,QUISQUEYA,VUC1715-2023,COMERCIAL Y OFICINAS,829.74,51111984
08/30/2024,AGOSTO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,GÜIZA,432 RNE,ESTRUCTURAS ESPECIALES,5859.55,360948280
08/30/2024,AGOSTO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,LAS CEJAS,143-A-R RNE,APARTAMENTOS,0,0
08/30/2024,AGOSTO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN EL SILENCIO,433 RNE,APARTAMENTOS,1671.5,102964400
08/30/2024,AGOSTO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN NEFTALÍ,VUC0709-2024,APARTAMENTOS,754,46446400
