,,,,,,,,,
Licencias Emitidas 2022-2025,,,,,,,,,
Fecha de Emisión,Mes,Año,Provincia,Municipio,Barrio/Sector,Número de Licencia,Tipologia,Metros Cuadrados,Inversión Total
05/23/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,SABANA PERDIDA,VUC0458-2023,APARTAMENTOS,0,0
05/23/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,SAN FELIPE,VUC0367-2024,OBRAS DE ORDEN SOCIAL,624.2,38450720
05/24/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CIUDAD COLONIAL,94980,HOSPEDAJE,717.74,44212784
05/24/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRAMAR,VUC1866-2023,APARTAMENTOS,832.61,51288776
05/24/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,RENACIMIENTO,VUC1883-2023,APARTAMENTOS,5397.61,332492776
05/24/2024,MAYO,2024,PUERTO PLATA,PUERTO PLATA,PLAYA DORADA,23236 RN,APARTAMENTOS,8622.63,531154008
05/24/2024,MAYO,2024,SAMANÁ,LAS TERRENAS,EL PORTILLO,VUC1930-2023,HOSPEDAJE,16364.39,1008046424
05/24/2024,MAYO,2024,SÁNCHEZ RAMÍREZ,COTUÍ,VILLA RAZA,VUC0228-2023,COMBINADOS,96771.02,5961094832
05/24/2024,MAYO,2024,SANTIAGO,PUÑAL,URBANIZACIÓN THOMÉN,VUC1684-2023,APARTAMENTOS,4801.22,295755152
05/24/2024,MAYO,2024,SANTIAGO,SANTIAGO,HACIENDA PALMERAL,VUC0048-2024,CENTROS DE RECREACIÓN Y DEPORTES,531.2,32721920
05/24/2024,MAYO,2024,SANTIAGO,SANTIAGO,LA RINCONADA,94981,APARTAMENTOS,3784,233094400
05/24/2024,MAYO,2024,SANTIAGO,SANTIAGO,RESIDENCIAL EL EMBRUJO III,VUC0798-2024,VIVIENDAS,230.5,14198800
05/24/2024,MAYO,2024,SANTIAGO,SANTIAGO,RESIDENCIAL VILLA MARíA,VUC0329-2024,VIVIENDAS,337.74,20804784
05/24/2024,MAYO,2024,SANTIAGO,SANTIAGO,URBANIZACIÓN EL EMBRUJO I,VU0208-2024,COMERCIAL Y OFICINAS,364.58,22458128
05/24/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,LA UREÑA,VUC0662-2024,APARTAMENTOS,816.86,50318576
05/24/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS FRAILES,VUC0653-2024,APARTAMENTOS,0,0
05/24/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,URBANIZACIÓN MARBELLA III,VUC0352-2024,APARTAMENTOS,1190,73304000
05/27/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ARROYO MANZANO,VUC0072-2024,VIVIENDAS,290,17864000
05/27/2024,MAYO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN TERRANOVA,429 RNE,APARTAMENTOS,528.85,32577160
05/27/2024,MAYO,2024,PUERTO PLATA,PUERTO PLATA,JARDINES DEL ATLÁNTICO (G),VUC0200-2024,APARTAMENTOS,494.56,30464896
05/27/2024,MAYO,2024,PUERTO PLATA,PUERTO PLATA,URBANIZACIÓN BUENAVENTURA,VUC0129-2024,APARTAMENTOS,1437.59,88555544
05/28/2024,MAYO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN NEFTALÍ III,VUC0822-2024,APARTAMENTOS,601.9,37077040
05/28/2024,MAYO,2024,ESPAILLAT,MOCA,LOS CÁCERES,VUC1171-2023,APARTAMENTOS,1360.6,83812960
05/28/2024,MAYO,2024,INDEPENDENCIA,JIMANÍ,JIMANÍ VIEJO,VUC0648-2023,ESTACIÓN DE COMBUSTIBLE,410.37,25278792
05/28/2024,MAYO,2024,SAN PEDRO DE MACORÍS,GUAYACANES,JUAN DOLIO,VUC0015-2024,HOSPEDAJE,3803.08,234269728
05/28/2024,MAYO,2024,SANTIAGO,SANTIAGO,LOS SAMANES,VUC0753-2024,VIVIENDAS,1255.2,77320320
05/28/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,LAS CAOBAS,VUC0583-2023,VIVIENDAS,439.4,27067040
05/29/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CACIQUE,VUC1873-2023,APARTAMENTOS,1354.44,83433504
05/29/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ENSANCHE NACO,94538-R,APARTAMENTOS,0,0
05/29/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,JULIETA MORALES,VUC1689-2023,COMERCIAL Y OFICINAS,1036.91,63873656
05/29/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,PIANTINI,94203-R,COMERCIAL Y OFICINAS,0,0
05/29/2024,MAYO,2024,ESPAILLAT,MOCA,VILLA CAROLINA IV,VUC1405-2023,COMERCIAL Y OFICINAS,424.46,26146736
05/29/2024,MAYO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1633-2023,APARTAMENTOS,3441.21,211978536
05/29/2024,MAYO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1777-2023,VIVIENDAS,484.59,29850744
05/29/2024,MAYO,2024,SANTIAGO,SANTIAGO,URBANIZACIÓN UVAS DE REYES,VUC0272-2024,APARTAMENTOS,436.72,26901952
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ALTOS DE ARROYO HONDO,VUC0561-2024,VIVIENDAS,303.61,18702376
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,VUC1317-2023,APARTAMENTOS,1204.37,74189192
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CIUDAD UNIVERSITARIA,VUC0332-2024,APARTAMENTOS,0,0
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA FE,7516-F-R,ALBERGUES,0,0
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA ISABELA,94977,APARTAMENTOS,117656.68,6729962096
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA JULIA,VUC0419-2023,APARTAMENTOS,8268,509308800
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS CACICAZGOS,VUC1105-2023,APARTAMENTOS,863,53160800
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS CACICAZGOS,VUC1795-2023,VIVIENDAS,590,36344000
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,NUEVO ARROYO HONDO,86878-A,COMERCIAL Y OFICINAS,390,24024000
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,PARAÍSO,VUC0207-2024,COMERCIAL Y OFICINAS,1490.18,91795088
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,RENACIMIENTO,VUC1339-2023,APARTAMENTOS,4937.32,304138912
05/31/2024,MAYO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VIEJO ARROYO HONDO,VUC1894-2023,VIVIENDAS,711.36,43819776
05/31/2024,MAYO,2024,LA ALTAGRACIA,HIGÜEY,CABEZA DE TORO,94989,HOSPEDAJE,29666.18,1827436688
05/31/2024,MAYO,2024,LA ALTAGRACIA,HIGÜEY,RESIDENCIAL LANTIGUA,VUC0407-2023,VIVIENDAS,420.76,25918816
05/31/2024,MAYO,2024,PUERTO PLATA,PUERTO PLATA,URBANIZACIÓN ESTANCIA,94982,APARTAMENTOS,1158,71332800
05/31/2024,MAYO,2024,SANTO DOMINGO,BOCA CHICA,LA CALETA,VUC1200-2023,DEPÓSITOS,2172.56,133829696
05/31/2024,MAYO,2024,SANTO DOMINGO,LOS ALCARRIZOS,PANTOJA,VUC0858-2024,APARTAMENTOS,0,0
05/31/2024,MAYO,2024,SANTO DOMINGO,LOS ALCARRIZOS,PANTOJA,VUC0872-2024,APARTAMENTOS,0,0
05/31/2024,MAYO,2024,SANTO DOMINGO,LOS ALCARRIZOS,PANTOJA,VUC0886-2024,APARTAMENTOS,0,0
05/31/2024,MAYO,2024,SANTO DOMINGO,PEDRO BRAND,GUÁYIGA,94984,ESTRUCTURAS ESPECIALES,1091.2,67217920
05/31/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,BRISA ORIENTAL,VUC1581-2023,APARTAMENTOS,1050.32,64699712
05/31/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,ENSANCHE OZAMA,VUC1338-2023,HOSPEDAJE,20284.54,1249527664
05/31/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS TRES OJOS,VUC0806-2024,APARTAMENTOS,0,0
05/31/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,MIRADOR DEL ESTE,91503-R-A-R-R,CENTROS DE SALUD,0,0
05/31/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL RADIANTE AMANECER,VUC1854-2023,APARTAMENTOS,2440,150304000
05/31/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO NORTE,RESIDENCIAL MÁXIMO GÓMEZ,94983,APARTAMENTOS,739.78,45570448
05/31/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,ENGOMBE,VUC0788-2024,APARTAMENTOS,2010.7,123859120
05/31/2024,MAYO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,RESIDENCIAL ALAMEDA,VUC1149-2023,VIVIENDAS,621.28,38270848
06/04/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS PRADOS,VUC1022-2023,CENTROS DE SALUD,1181.36,72771776
06/04/2024,JUNIO,2024,PUERTO PLATA,PUERTO PLATA,BAYARDO,VUC1660-2023,COMERCIAL Y OFICINAS,2364.29,145640264
06/04/2024,JUNIO,2024,SANTIAGO,SANTIAGO,BELLA VISTA,23306 RN,APARTAMENTOS,1347.21,82988136
06/04/2024,JUNIO,2024,SANTIAGO,SANTIAGO,CERROS DE GURABO II,23305 RN,APARTAMENTOS,4589.34,282703344
06/04/2024,JUNIO,2024,SANTO DOMINGO,LOS ALCARRIZOS,PALMAREJO,92093-A-R,COMBINADOS,0,0
06/05/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC1193-2023,VIVIENDAS,860.55,53009880
06/05/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,LA JARDA DE HOYO CLARO,VUC0054-2024,APARTAMENTOS,2380.77,146655432
06/05/2024,JUNIO,2024,SAN PEDRO DE MACORÍS,SAN PEDRO DE MACORÍS,MIRAMAR,VUC1768-2023,APARTAMENTOS,2441.18,150376688
06/05/2024,JUNIO,2024,SANTIAGO,SANTIAGO,LAS DIANAS,VUC0326-2024,COMBINADOS,0,0
06/06/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CERROS DE ARROYO HONDO,VUC1926-2023,VIVIENDAS,640,39424000
06/06/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MEJORAMIENTO SOCIAL,94985,ESTACIÓN DE COMBUSTIBLE,466.31,28724696
06/06/2024,JUNIO,2024,SAMANÁ,LAS TERRENAS,CODETEL,VUC1790-2023,HOSPEDAJE,2238,137860800
06/06/2024,JUNIO,2024,SANTIAGO,SANTIAGO,LAS DIANAS,VUC1138-2023,APARTAMENTOS,4495.98,276952368
06/07/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CIUDAD UNIVERSITARIA,VUC0441-2024,HOSPEDAJE,1245.58,76727728
06/07/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS CACICAZGOS,VUC1870-2023,APARTAMENTOS,5492.15,338316440
06/07/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,CARACOLITO,00174 RY,VIVIENDAS,476.55,29355480
06/07/2024,JUNIO,2024,SAMANÁ,LAS TERRENAS,LA BONITA,VUC0637-2024,APARTAMENTOS,1512.4,93163840
06/07/2024,JUNIO,2024,SAN CRISTÓBAL,SAN CRISTÓBAL,CENTRO DE LA CIUDAD,VUC0639-2024,COMERCIAL Y OFICINAS,1473.81,90786696
06/07/2024,JUNIO,2024,SAN CRISTÓBAL,SAN GREGORIO DE NIGUA,CARLOS PINTO,VUC0931-2024,APARTAMENTOS,0,0
06/07/2024,JUNIO,2024,SAN PEDRO DE MACORÍS,RAMÓN SANTANA,EL SOCO,94988,VIVIENDAS,717.52,44199232
06/10/2024,JUNIO,2024,SANTIAGO,PUÑAL,PUÑAL ADENTRO O SAN JOSÉ,VUC0240-2024,APARTAMENTOS,4398.7,270959920
06/11/2024,JUNIO,2024,LA VEGA,LA VEGA,GAMUNDI,00243 RCS,APARTAMENTOS,516.67,31826872
06/11/2024,JUNIO,2024,LA VEGA,LA VEGA,URBANIZACIÓN DOÑA MILEDYS,00244 RCS,APARTAMENTOS,609.19,37526104
06/11/2024,JUNIO,2024,SANTIAGO,SANTIAGO,RESIDENCIAL CORONA PLAZA,VUC1576-2023,APARTAMENTOS,7371.21,454066536
06/11/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,ALMA ROSA,94874,APARTAMENTOS,7892.45,486174920
06/12/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,CABO ENGAÑO,VUC0337-2024,COMERCIAL Y OFICINAS,0,0
06/12/2024,JUNIO,2024,MONSEÑOR NOUEL,BONAO,BOCA DE YUBOA,00245 RCS,APARTAMENTOS,568.51,35020216
06/12/2024,JUNIO,2024,SANTIAGO,SANTIAGO,CERRO ALTO II,VUC0847-2024,APARTAMENTOS,1308.4,80597440
06/12/2024,JUNIO,2024,SANTIAGO,SANTIAGO,URBANIZACIÓN MONTE VERDE,VUC0328-2024,APARTAMENTOS,1756.62,108207792
06/13/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,CIUDAD JUAN BOSCH,VUC0569-2023,APARTAMENTOS,1941.24,111038928
06/13/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,REPARTO LOS TRES OJOS,VUC0203-2024,APARTAMENTOS,0,0
06/13/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,BAYONA,VUC0574-2023,APARTAMENTOS,12924.48,739280256
06/14/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ALTOS DE ARROYO HONDO,VUC0269-024,VIVIENDAS,209,12874400
06/14/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS CACICAZGOS,VUC1902-2023,VIVIENDAS,290,17864000
06/14/2024,JUNIO,2024,HATO MAYOR,HATO MAYOR,LA PLATA,VUC0029-2024,APARTAMENTOS,416.19,25637304
06/14/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,94954,COMERCIAL Y OFICINAS,1551,95541600
06/14/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,00121 RY,APARTAMENTOS,9565.2,589216320
06/14/2024,JUNIO,2024,MONTE CRISTI,MONTE CRISTI,GUATAPANAL,VUC1160-2023,APARTAMENTOS,540.82,33314512
06/14/2024,JUNIO,2024,SANTIAGO,PUÑAL,HISPANOAMERICANA GARDEN,VUC0604-2024,APARTAMENTOS,3301.36,203363776
06/17/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,NUEVO ARROYO HONDO,VUC0583-2024,APARTAMENTOS,0,0
06/17/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC1371-2023,APARTAMENTOS,10159.06,625798096
06/17/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,LA CURVA O LA CULATA,VUC0223-2024,APARTAMENTOS,7971.13,491021608
06/17/2024,JUNIO,2024,SANTO DOMINGO,PEDRO BRAND,LA GUÁYIGA,92258,APARTAMENTOS,0,0
06/18/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RESTAURADORES,VUC1566-2023,VIVIENDAS,153.92,9481472
06/18/2024,JUNIO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN NEFTALÍ,VUC0842-2024,APARTAMENTOS,994,61230400
06/18/2024,JUNIO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN NEFTALÍ III,425 RNE,APARTAMENTOS,1341.5,82636400
06/18/2024,JUNIO,2024,SAN CRISTÓBAL,SAN CRISTÓBAL,LOS JARDINES DE MADRE VIEJA,93716-R,APARTAMENTOS,0,0
06/18/2024,JUNIO,2024,SANTIAGO,SANTIAGO,LOS LLANOS DE GURABO,VUC0437-2024,APARTAMENTOS,2945.3,181430480
06/18/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS FRAILES I,VUC1558-2023,APARTAMENTOS,2073.18,127707888
06/18/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS TRES OJOS,VUC1882-2023,APARTAMENTOS,4253.99,262045784
06/19/2024,JUNIO,2024,ESPAILLAT,MOCA,RESIDENCIAL LOS OCTAVIO,23307 RN,COMERCIAL Y OFICINAS,4082.77,251498632
06/19/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,SAN MIGUEL,VUC1800-2023,COMERCIAL Y OFICINAS,449.79,27707064
06/20/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VIEJO ARROYO HONDO,VUC0762-2024,VIVIENDAS,0,0
06/20/2024,JUNIO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,LA SIRENA O LA PENDA, VUC0987-2024,APARTAMENTOS,828,51004800
06/20/2024,JUNIO,2024,PUERTO PLATA,PUERTO PLATA,URBANIZACIÓN EL DORAL,VUC0859-2024,APARTAMENTOS,1445.04,89014464
06/20/2024,JUNIO,2024,SAN CRISTÓBAL,SAN CRISTÓBAL,MADRE VIEJA DEL SUR O SAN IGNACIO DE LOYOLA,VUC1920-2023,COMERCIAL Y OFICINAS,0,0
06/20/2024,JUNIO,2024,SÁNCHEZ RAMÍREZ,COTUÍ,URBANIZACIÓN ELFA,VUC0489-2024,APARTAMENTOS,0,0
06/20/2024,JUNIO,2024,SANTIAGO,TAMBORIL,MANOLO DÁJER,23308 RN,APARTAMENTOS,968.64,59668224
06/20/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL LOS TRIUNFADORES,VUC0650-2023,COMERCIAL Y OFICINAS,460.78,28384048
06/21/2024,JUNIO,2024,ESPAILLAT,MOCA,VILLA CAROLINA I,22520-R RN,APARTAMENTOS,0,0
06/24/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,00134 RY,VIVIENDAS,1126.8,69410880
06/24/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,LA CURVA O LA CULATA,VUC0467-2024,VIVIENDAS,431.63,26588408
06/24/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,VALLE JINA,VUC0268-2023,APARTAMENTOS,7482.52,428000144
06/24/2024,JUNIO,2024,SANTIAGO,SAN JOSÉ DE LAS MATAS,LA PEÑA,VUC1913-2023,ESTACIÓN DE COMBUSTIBLE,586.48,36127168
06/24/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,CANCINO AFUERA,VUC1735-2023,APARTAMENTOS,3652.44,208919568
06/24/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,ZONA INDUSTRIAL HERRERA,VUC1495-2023,COLEGIOS Y CENTROS EDUCATIVOS,5678,349764800
06/25/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BUENOS AIRES MIRADOR,VUC0748-2024,APARTAMENTOS,1782.04,109773664
06/25/2024,JUNIO,2024,SAMANÁ,LAS TERRENAS,LA BONITA,VUC0604-2023,VIVIENDAS,1092.29,67285064
06/25/2024,JUNIO,2024,SAN JOSÉ DE OCOA,SAN JOSÉ DE OCOA,LAS FLORES,VUC0614-2023,APARTAMENTOS,3673.02,226258032
06/25/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,URBANIZACIÓN COLINAS DEL OESTE,VUC0813-2024,VIVIENDAS,384.82,23704912
06/26/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS PRADOS,VUC0414-2023,APARTAMENTOS,1410,86856000
06/26/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VIEJO ARROYO HONDO,VUC0310-2024,VIVIENDAS,1336.12,82304992
06/26/2024,JUNIO,2024,SAN PEDRO DE MACORÍS,GUAYACANES,VILLA DEL MAR,VUC0719-2023,APARTAMENTOS,1852,114083200
06/26/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,CIUDAD JUAN BOSCH,94723,APARTAMENTOS,50864,2909420800
06/27/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ENSANCHE NACO,VUC0924-2023,APARTAMENTOS,10228.02,630046032
06/27/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,QUISQUEYA,VUC1626-2023,APARTAMENTOS,10689.33,658462728
06/27/2024,JUNIO,2024,HERMANAS MIRABAL,VILLA TAPIA,LOS INNOVADORES,VUC0902-2024,APARTAMENTOS,426,26241600
06/27/2024,JUNIO,2024,SANTIAGO,PUÑAL,COLORADO,VUC1231-2023,APARTAMENTOS,1534.44,94521504
06/27/2024,JUNIO,2024,SANTIAGO,SANTIAGO,URBANIZACIÓN EL EMBRUJO I,VUC0543-2024,APARTAMENTOS,6750.82,415850512
06/27/2024,JUNIO,2024,SANTIAGO RODRÍGUEZ,SAN IGNACIO DE SABANETA,PASTOR,VUC1789-2023,ESTACIÓN DE COMBUSTIBLE,348.28,21454048
06/27/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,BRISA ORIENTAL,94990,APARTAMENTOS,727,44783200
06/27/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS FRAILES I,VUC0249-2024,APARTAMENTOS,2426.44,149468704
06/27/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,RALMA,VUC0868-2024,APARTAMENTOS,1615,99484000
06/27/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO OESTE,MANOGUAYABO,VUC0486-2023,APARTAMENTOS,9478.19,583856504
06/28/2024,JUNIO,2024,AZUA,LAS CHARCAS,PALMAR DE OCOA,94992,COMBINADOS,9774,602078400
06/28/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BUENOS AIRES MIRADOR,VUC0248-2024,APARTAMENTOS,3155.51,194379416
06/28/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,GASCUE,VUC0442-2024,APARTAMENTOS,0,0
06/28/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRADOR NORTE,VUC0436-2024,APARTAMENTOS,3583.28,220730048
06/28/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,RENACIMIENTO,VUC1459-2023,APARTAMENTOS,3390.99,208884984
06/28/2024,JUNIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VIEJO ARROYO HONDO,VUC0430-2024,VIVIENDAS,474.75,29244600
06/28/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,00152 RY,COMBINADOS,26268.58,1618144528
06/28/2024,JUNIO,2024,LA ALTAGRACIA,HIGÜEY,BORRACHÓN,VUC0422-2023,VIVIENDAS,873.77,53824232
06/28/2024,JUNIO,2024,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,CENTRO DEL PUEBLO BAYAHÍBE,VUC0384-2024,COMBINADOS,3351.01,206422216
06/28/2024,JUNIO,2024,MARÍA TRINIDAD SÁNCHEZ,CABRERA,EL JAMO,419 RNE,APARTAMENTOS,5307.7,326954320
06/28/2024,JUNIO,2024,SAN CRISTÓBAL,SAN CRISTÓBAL,MADRE VIEJA DEL NORTE,94991,ALMACENES,7303.43,449891288
06/28/2024,JUNIO,2024,SANTIAGO,SANTIAGO,EL EMBRUJO III PRIMERA ETAPA,22090-R RN,APARTAMENTOS,0,0
06/28/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,ALMA ROSA I,VUC0519-2024,APARTAMENTOS,95.97,5911752
06/28/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,CIUDAD REAL SAN LUÍS,94246,APARTAMENTOS,121000,6921200000
06/28/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,ISABELITA,VUC0734-2024,APARTAMENTOS,2103.67,129586072
06/28/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,PARAÍSO ORIENTAL,VUC1701-2023,APARTAMENTOS,3823.21,235509736
06/28/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,94582-R,APARTAMENTOS,0,0
06/28/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIENCIAL RADIANTE AMANECER,VUC0690-2024,APARTAMENTOS,755.77,46555432
06/28/2024,JUNIO,2024,SANTO DOMINGO,SANTO DOMINGO ESTE,VILLA DUARTE,OF-003-2024,APARTAMENTOS,0,0
07/01/2024,JULIO,2024,SAMANÁ,LAS TERRENAS,EL JAMITO,VUC0398-2024,VIVIENDAS,642.8,39596480
07/01/2024,JULIO,2024,SANTIAGO,SANTIAGO,LAS COLINAS,VUC0214-2024,CENTROS DE SALUD,1694.04,104352864
07/02/2024,JULIO,2024,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACION TORIBIO CAMILO,431 RNE,APARTAMENTOS,412.94,25437104
07/02/2024,JULIO,2024,LA VEGA,LA VEGA,DON PERSIO I,00246 RCS,APARTAMENTOS,1012.8,62388480
07/02/2024,JULIO,2024,SAN PEDRO DE MACORÍS,GUAYACANES,VILLA DEL MAR,VUC1058-2024,APARTAMENTOS,0,0
07/02/2024,JULIO,2024,SANTIAGO,SANTIAGO,CERROS DE GURABO III,VUC0758-2024,APARTAMENTOS,12216.23,752519768
07/03/2024,JULIO,2024,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS CACICAZGOS,VUC0143-2023,APARTAMENTOS,22780.39,1403272024
07/03/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,EL MACAO,94993,HOSPEDAJE,30307.5,1866942000
07/04/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC0657-2024,APARTAMENTOS,1362.17,83909672
07/04/2024,JULIO,2024,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,00175 RY,VIVIENDAS,371.15,22862840
